text,author,label,class_id,is_ai,TTR,Hapax_Ratio,Adj_Noun_Ratio,Avg_Tree_Depth,Flesch_Kincaid,Semicolons,Em_Dashes,Exclamations
"Mr. Wilde’s door was open, and I entered crying, “It is done, it is done! Let the nations rise and look upon their King!” but I could not find Mr. Wilde, so I went to the cabinet and took the splendid diadem from its case. Then I drew on the white silk robe, embroidered with the Yellow Sign, and placed the crown upon my head. At last I was King, King by my right in Hastur, King because I knew the mystery of the Hyades, and my mind had sounded the depths of the Lake of Hali. I was King! The first grey pencillings of dawn would raise a tempest which would shake two hemispheres. Then as I stood, my every nerve pitched to the highest tension, faint with the joy and splendour of my thought, without, in the dark passage, a man groaned.",Chambers,Human,0,0,0.647887323943662,0.5211267605633803,0.3333333333333333,5.875,4.8,0.0,0.0,3.0
"He rattled on about his wedding and the graces of Constance, and their future prospects, calling my attention to his captain’s shoulder-straps, and the triple gold arabesque on his sleeve and fatigue cap. I believe I listened as much to the music of his spurs and sabre as I did to his boyish babble, and at last we stood under the elms on the Fourth Street corner of the square opposite the Lethal Chamber. Then he laughed and asked me what I wanted with him. I motioned him to a seat on a bench under the electric light, and sat down beside him. He looked at me curiously, with that same searching glance which I hate and fear so in doctors. I felt the insult of his look, but he did not know it, and I carefully concealed my feelings.",Chambers,Human,0,0,0.6382978723404256,0.5177304964539007,0.2222222222222222,6.5,8.8,0.0,0.0,0.0
"“No one in the cabinets, madame; in the half Madame Madelon and Monsieur Gay, Monsieur de Clamart, Monsieur Clisson, Madame Marie and their set.” Then he looked around and bowing again murmured, “Monsieur awaits madame since half an hour,” and he knocked at one of the panelled doors bearing the number six.",Chambers,Human,0,0,0.6923076923076923,0.5384615384615384,0.0,9.0,9.9,1.0,0.0,0.0
"The girl sat looking at him without a word. Her face was expressionless, yet the lips at times trembled almost imperceptibly. Her eyes, so wonderfully blue in the daylight, seemed dark and soft as velvet, and the colour on her neck deepened and whitened with every breath. She seemed smaller and more slender than when he had seen her in the street, and there was now something in the curve of her cheek almost infantine. When at last he turned and caught his own reflection in the mirror behind him, a shock passed through him as though he had seen a shameful thing, and his clouded mind and his clouded thoughts grew clearer. For a moment their eyes met then his sought the floor, his lips tightened, and the struggle within him bowed his head and strained every nerve to the breaking. And now it was over, for the voice within had spoken. He listened, dully interested but already knowing the end,—indeed it little mattered;—the end would always be the same for him;—he understood now—always the same for him, and he listened, dully interested, to a voice which grew within him. After a while he stood up, and she rose at once, one small hand resting on the table. Presently he opened the window, picked up his hat, and shut it again. Then he went over to the rosebush and touched the blossoms with his face. One was standing in a glass of water on the table and mechanically the girl drew it out, pressed it with her lips and laid it on the table beside him. He took it without a word and crossing the room, opened the door. The landing was dark and silent, but the girl lifted the lamp and gliding past him slipped down the polished stairs to the hallway. Then unchaining the bolts, she drew open the iron wicket.",Chambers,Human,0,0,0.5128205128205128,0.3557692307692308,0.35,5.733333333333333,7.9,2.0,4.0,0.0
"I thought so too, and ate my lunch with a satisfied feeling that all was going well. Tessie spread her lunch on a drawing table opposite me and we drank our claret from the same bottle and lighted our cigarettes from the same match. I was very much attached to Tessie. I had watched her shoot up into a slender but exquisitely formed woman from a frail, awkward child. She had posed for me during the last three years, and among all my models she was my favourite. It would have troubled me very much indeed had she become “tough” or “fly,” as the phrase goes, but I never noticed any deterioration of her manner, and felt at heart that she was all right. She and I never discussed morals at all, and I had no intention of doing so, partly because I had none myself, and partly because I knew she would do what she liked in spite of me. Still I did hope she would steer clear of complications, because I wished her well, and then also I had a selfish desire to retain the best model I had. I knew that mashing, as she termed it, had no significance with girls like Tessie, and that such things in America did not resemble in the least the same things in Paris. Yet, having lived with my eyes open, I also knew that somebody would take Tessie away some day, in one manner or another, and though I professed to myself that marriage was nonsense, I sincerely hoped that, in this case, there would be a priest at the end of the vista. I am a Catholic. When I listen to high mass, when I sign myself, I feel that everything, including myself, is more cheerful, and when I confess, it does me good. A man who lives as much alone as I do, must confess to somebody. Then, again, Sylvia was Catholic, and it was reason enough for me. But I was speaking of Tessie, which is very different. Tessie also was Catholic and much more devout than I, so, taking it all in all, I had little fear for my pretty model until she should fall in love. But _then_ I knew that fate alone would decide her future for her, and I prayed inwardly that fate would keep her away from men like me and throw into her path nothing but Ed Burkes and Jimmy McCormicks, bless her sweet face!",Chambers,Human,0,0,0.4975845410628019,0.36231884057971014,0.5384615384615384,5.684210526315789,8.1,0.0,0.0,1.0
"That evening I took my usual walk in Washington Park, pondering over the occurrences of the day. I was thoroughly committed. There was no back out now, and I stared the future straight in the face. I was not good, not even scrupulous, but I had no idea of deceiving either myself or Tessie. The one passion of my life lay buried in the sunlit forests of Brittany. Was it buried for ever? Hope cried “No!” For three years I had been listening to the voice of Hope, and for three years I had waited for a footstep on my threshold. Had Sylvia forgotten? “No!” cried Hope.",Chambers,Human,0,0,0.6261682242990654,0.4766355140186916,0.25,4.4,4.4,0.0,0.0,2.0
"I belong to those children of an older and simpler generation who do not love to seek for psychological subtleties in art; and I have ever refused to find in music anything more than melody and harmony, but I felt that in the labyrinth of sounds now issuing from that instrument there was something being hunted. Up and down the pedals chased him, while the manuals blared approval. Poor devil! whoever he was, there seemed small hope of escape!",Chambers,Human,0,0,0.7974683544303798,0.6835443037974683,0.375,5.75,11.2,1.0,0.0,2.0
"“In His name,” she murmured, crossing herself as I drained the cup. Then stepping into the doorway she turned to me with a pretty gesture and, taking my hand in hers, led me into the house, saying again and again: “You are very welcome, indeed you are welcome to the Château d’Ys.”",Chambers,Human,0,0,0.7450980392156863,0.5294117647058824,0.5,6.5,9.9,0.0,0.0,0.0
"The subject changed instantly, and Selby listened in surprise to names which were new to him, and eulogies on the latest Prix de Rome winner. He was delighted to hear opinions boldly expressed and points honestly debated, although the vehicle was mostly slang, both English and French. He longed for the time when he too should be plunged into the strife for fame.",Chambers,Human,0,0,0.7936507936507936,0.6984126984126984,0.25,7.0,9.1,0.0,0.0,0.0
"“Heed the warning then,” she cried, with a nervous laugh. As she spoke she stripped off her gloves, and then carefully proceeded to draw them on again. When this was accomplished she glanced at the Palace clock, saying, “Oh dear, how late it is!” furled her umbrella, then unfurled it, and finally looked at him.",Chambers,Human,0,0,0.8181818181818182,0.6909090909090909,0.6,4.75,5.1,0.0,0.0,1.0
"Then the battalion crawled over the embankment and moved along the lines of twisted rails. Trent rolled up his trousers and tucked them into his woollen socks: but they halted again, and some of the men sat down on the dismantled railroad track. Trent looked for his wounded comrade from the Beaux Arts. He was standing in his place, very pale. The cannonade had become terrific. For a moment the mist lifted. He caught a glimpse of the first battalion motionless on the railroad track in front, of regiments on either flank, and then, as the fog settled again, the drums beat and the music of the bugles began away on the extreme left. A restless movement passed among the troops, the colonel threw up his arm, the drums rolled, and the battalion moved off through the fog. They were near the front now for the battalion was firing as it advanced. Ambulances galloped along the base of the embankment to the rear, and the hussars passed and repassed like phantoms. They were in the front at last, for all about them was movement and turmoil, while from the fog, close at hand, came cries and groans and crashing volleys. Shells fell everywhere, bursting along the embankment, splashing them with frozen slush. Trent was frightened. He began to dread the unknown, which lay there crackling and flaming in obscurity. The shock of the cannon sickened him. He could even see the fog light up with a dull orange as the thunder shook the earth. It was near, he felt certain, for the colonel shouted “Forward!” and the first battalion was hastening into it. He felt its breath, he trembled, but hurried on. A fearful discharge in front terrified him. Somewhere in the fog men were cheering, and the colonel’s horse, streaming with blood plunged about in the smoke.",Chambers,Human,0,0,0.5292207792207793,0.38311688311688313,0.23943661971830985,5.238095238095238,5.5,0.0,0.0,1.0
"Sick at heart he wandered up and down under the great Arc, striving to occupy his mind, peering up at the sculptured cornices to read the names of the heroes and battles which he knew were engraved there, but always the ashen face of Hartman followed him, grinning with terror!—or was it terror?—was it not triumph?—At the thought he leaped like a man who feels a knife at his throat, but after a savage tramp around the square, came back again and sat down to battle with his misery.",Chambers,Human,0,0,0.7209302325581395,0.5697674418604651,0.25,9.0,8.4,0.0,3.0,1.0
"When I first saw the watchman his back was toward me. I looked at him indifferently until he went into the church. I paid no more attention to him than I had to any other man who lounged through Washington Square that morning, and when I shut my window and turned back into my studio I had forgotten him. Late in the afternoon, the day being warm, I raised the window again and leaned out to get a sniff of air. A man was standing in the courtyard of the church, and I noticed him again with as little interest as I had that morning. I looked across the square to where the fountain was playing and then, with my mind filled with vague impressions of trees, asphalt drives, and the moving groups of nursemaids and holiday-makers, I started to walk back to my easel. As I turned, my listless glance included the man below in the churchyard. His face was toward me now, and with a perfectly involuntary movement I bent to see it. At the same moment he raised his head and looked at me. Instantly I thought of a coffin-worm. Whatever it was about the man that repelled me I did not know, but the impression of a plump white grave-worm was so intense and nauseating that I must have shown it in my expression, for he turned his puffy face away with a movement which made me think of a disturbed grub in a chestnut.",Chambers,Human,0,0,0.5277777777777778,0.3888888888888889,0.2978723404255319,6.7272727272727275,8.6,0.0,0.0,0.0
"“Really, old chap,” he said, “I don’t mean to run down a man you like, but for the life of me I can’t see what the deuce you find in common with Mr. Wilde. He’s not well bred, to put it generously; he is hideously deformed; his head is the head of a criminally insane person. You know yourself he’s been in an asylum—”",Chambers,Human,0,0,0.7777777777777778,0.6190476190476191,0.375,6.0,6.9,2.0,1.0,0.0
"“Get up, Vance,” said Mr. Wilde in a gentle voice. Vance rose as if hypnotized. “He will do as we suggest now,” observed Mr. Wilde, and opening the manuscript, he read the entire history of the Imperial Dynasty of America. Then in a kind and soothing murmur he ran over the important points with Vance, who stood like one stunned. His eyes were so blank and vacant that I imagined he had become half-witted, and remarked it to Mr. Wilde who replied that it was of no consequence anyway. Very patiently we pointed out to Vance what his share in the affair would be, and he seemed to understand after a while. Mr. Wilde explained the manuscript, using several volumes on Heraldry, to substantiate the result of his researches. He mentioned the establishment of the Dynasty in Carcosa, the lakes which connected Hastur, Aldebaran and the mystery of the Hyades. He spoke of Cassilda and Camilla, and sounded the cloudy depths of Demhe, and the Lake of Hali. “The scolloped tatters of the King in Yellow must hide Yhtill forever,” he muttered, but I do not believe Vance heard him. Then by degrees he led Vance along the ramifications of the Imperial family, to Uoht and Thale, from Naotalba and Phantom of Truth, to Aldones, and then tossing aside his manuscript and notes, he began the wonderful story of the Last King. Fascinated and thrilled I watched him. He threw up his head, his long arms were stretched out in a magnificent gesture of pride and power, and his eyes blazed deep in their sockets like two emeralds. Vance listened stupefied. As for me, when at last Mr. Wilde had finished, and pointing to me, cried, “The cousin of the King!” my head swam with excitement.",Chambers,Human,0,0,0.589041095890411,0.476027397260274,0.475,6.0625,6.7,0.0,0.0,1.0
"The street was almost deserted. A few women muffled in tattered military capes crept along the frozen pavement, and a wretchedly clad gamin hovered over the sewer-hole on the corner of the Boulevard. A rope around his waist held his rags together. From the rope hung a rat, still warm and bleeding.",Chambers,Human,0,0,0.7924528301886793,0.6981132075471698,0.5384615384615384,5.0,6.0,0.0,0.0,0.0
"“I could see your face,” I resumed, “and it seemed to me to be very sorrowful. Then we passed on and turned into a narrow black lane. Presently the horses stopped. I waited and waited, closing my eyes with fear and impatience, but all was silent as the grave. After what seemed to me hours, I began to feel uncomfortable. A sense that somebody was close to me made me unclose my eyes. Then I saw the white face of the hearse-driver looking at me through the coffin-lid——”",Chambers,Human,0,0,0.7,0.5555555555555556,0.4666666666666667,5.428571428571429,4.7,0.0,2.0,0.0
"I held it in my arms until the alarm in the safe rang harshly, and then tenderly, proudly, I replaced it and shut the steel doors. I walked slowly back into my study, which faces Washington Square, and leaned on the window sill. The afternoon sun poured into my windows, and a gentle breeze stirred the branches of the elms and maples in the park, now covered with buds and tender foliage. A flock of pigeons circled about the tower of the Memorial Church; sometimes alighting on the purple tiled roof, sometimes wheeling downward to the lotos fountain in front of the marble arch. The gardeners were busy with the flower beds around the fountain, and the freshly turned earth smelled sweet and spicy. A lawn mower, drawn by a fat white horse, clinked across the green sward, and watering-carts poured showers of spray over the asphalt drives. Around the statue of Peter Stuyvesant, which in 1897 had replaced the monstrosity supposed to represent Garibaldi, children played in the spring sunshine, and nurse girls wheeled elaborate baby carriages with a reckless disregard for the pasty-faced occupants, which could probably be explained by the presence of half a dozen trim dragoon troopers languidly lolling on the benches. Through the trees, the Washington Memorial Arch glistened like silver in the sunshine, and beyond, on the eastern extremity of the square the grey stone barracks of the dragoons, and the white granite artillery stables were alive with colour and motion.",Chambers,Human,0,0,0.6330645161290323,0.5282258064516129,0.21621621621621623,8.0,13.0,1.0,0.0,0.0
"In the city of New York the summer of 1899 was signalized by the dismantling of the Elevated Railroads. The summer of 1900 will live in the memories of New York people for many a cycle; the Dodge Statue was removed in that year. In the following winter began that agitation for the repeal of the laws prohibiting suicide which bore its final fruit in the month of April, 1920, when the first Government Lethal Chamber was opened on Washington Square.",Chambers,Human,0,0,0.6410256410256411,0.5256410256410257,0.13333333333333333,8.666666666666666,11.5,1.0,0.0,0.0
"The moorland around us was very still now under its ghostly sheet of mist. The plovers had ceased their calling; the crickets and all the little creatures of the fields were silent as we passed, yet it seemed to me as if I could hear them beginning again far behind us. Well in advance, the two tall falconers strode across the heather, and the faint jingling of the hawks’ bells came to our ears in distant murmuring chimes.",Chambers,Human,0,0,0.8076923076923077,0.717948717948718,0.375,6.0,8.7,1.0,0.0,0.0
"Geneviève was lovely. The Madonna-like purity of her face might have been inspired by the Sanctus in Gounod’s Mass. But I was always glad when she changed that mood for what we called her “April Manœuvres.” She was often as variable as an April day. In the morning grave, dignified and sweet, at noon laughing, capricious, at evening whatever one least expected. I preferred her so rather than in that Madonna-like tranquillity which stirred the depths of my heart. I was dreaming of Geneviève when he spoke again.",Chambers,Human,0,0,0.7415730337078652,0.5730337078651685,0.6666666666666666,5.0,4.7,0.0,0.0,0.0
"“Look here, Tessie,” I said, “you go to the country for a week or two, and you’ll have no more dreams about hearses. You pose all day, and when night comes your nerves are upset. You can’t keep this up. Then again, instead of going to bed when your day’s work is done, you run off to picnics at Sulzer’s Park, or go to the Eldorado or Coney Island, and when you come down here next morning you are fagged out. There was no real hearse. There was a soft-shell crab dream.”",Chambers,Human,0,0,0.7311827956989247,0.5698924731182796,0.3125,4.166666666666667,4.5,0.0,0.0,0.0
"“You are not prepared to call it life, I suppose,” he answered. As he spoke he plucked a solitary gold-fish squirming and twisting out of its globe. “We’ll send this one after the other—wherever that is,” he said. There was feverish excitement in his voice. A dull weight of fever lay on my limbs and on my brain as I followed him to the fair crystal pool with its pink-tinted sides; and he dropped the creature in. Falling, its scales flashed with a hot orange gleam in its angry twistings and contortions; the moment it struck the liquid it became rigid and sank heavily to the bottom. Then came the milky foam, the splendid hues radiating on the surface and then the shaft of pure serene light broke through from seemingly infinite depths. Boris plunged in his hand and drew out an exquisite marble thing, blue-veined, rose-tinted, and glistening with opalescent drops.",Chambers,Human,0,0,0.7133757961783439,0.5987261146496815,0.5757575757575758,6.625,7.2,2.0,1.0,0.0
"“Look at that,” cried West as Hartman picked himself up from the pavement, “look! you miser! look at those faces!” But Hartman gave _him_ a look which he never forgot, and walked away without a word. Trent, who suddenly appeared at the corner, glanced curiously at West, who merely nodded toward his door saying, “Come in; Fallowby’s upstairs.”",Chambers,Human,0,0,0.8103448275862069,0.6896551724137931,0.0,4.6,6.6,1.0,0.0,3.0
"“I thought it was a Jesuit College,” began Hastings, but was at once overwhelmed with a Baedecker description of the place, ending with, “On one side stand the palatial hotels of Jean Paul Laurens and Guillaume Bouguereau, and opposite, in the little Passage Stanislas, Carolus Duran paints the masterpieces which charm the world.”",Chambers,Human,0,0,0.8301886792452831,0.7169811320754716,0.5714285714285714,8.0,21.6,0.0,0.0,0.0
"He stood a moment eyeing the gamin, who pretended to snivel. Then he tossed him a franc, laughing. The child caught it, and thrusting it into his mouth wheeled about to the sewer-hole. For a second he crouched, motionless, alert, his eyes on the bars of the drain, then leaping forward he hurled a stone into the gutter, and Trent left him to finish a fierce grey rat that writhed squealing at the mouth of the sewer.",Chambers,Human,0,0,0.6794871794871795,0.5128205128205128,0.17647058823529413,6.5,7.3,0.0,0.0,0.0
"For an instant she turned and examined herself in the glass. The wide blue eyes, the curling hair, the straight nose and short curled lip flashed in the mirror an instant only, and then its depths reflected her pretty neck and back. “Thus do I turn my back on vanity,” she said, and then leaning forward again, “What are you doing here?”",Chambers,Human,0,0,0.7741935483870968,0.6451612903225806,0.38461538461538464,5.333333333333333,7.8,0.0,0.0,0.0
"Louis stood white and rigid before me. Suddenly a man came running up Fourth Street, entered the gate of the Lethal Temple, traversed the path to the bronze doors at full speed, and plunged into the death chamber with the cry of one demented, and I laughed until I wept tears, for I had recognized Vance, and knew that Hawberk and his daughter were no longer in my way.",Chambers,Human,0,0,0.8260869565217391,0.7681159420289855,0.3333333333333333,5.5,12.0,0.0,0.0,0.0
"I did not answer, but took the circlet from his hands, and placing it in the safe shut the massive steel door. The alarm ceased its infernal din at once. He watched me curiously, but did not seem to notice the sudden ceasing of the alarm. He did, however, speak of the safe as a biscuit box. Fearing lest he might examine the combination I led the way into my study. Louis threw himself on the sofa and flicked at flies with his eternal riding-whip. He wore his fatigue uniform with the braided jacket and jaunty cap, and I noticed that his riding-boots were all splashed with red mud.",Chambers,Human,0,0,0.7117117117117117,0.5855855855855856,0.3076923076923077,6.142857142857143,5.8,0.0,0.0,0.0
"After the young imp had gone, I made a few perfunctory daubs at my work, but was so thoroughly out of humour, that it took me the rest of the afternoon to undo the damage I had done, so at last I scraped my palette, stuck my brushes in a bowl of black soap, and strolled into the smoking-room. I really believe that, excepting Geneviève’s apartments, no room in the house was so free from the perfume of tobacco as this one. It was a queer chaos of odds and ends, hung with threadbare tapestry. A sweet-toned old spinet in good repair stood by the window. There were stands of weapons, some old and dull, others bright and modern, festoons of Indian and Turkish armour over the mantel, two or three good pictures, and a pipe-rack. It was here that we used to come for new sensations in smoking. I doubt if any type of pipe ever existed which was not represented in that rack. When we had selected one, we immediately carried it somewhere else and smoked it; for the place was, on the whole, more gloomy and less inviting than any in the house. But this afternoon, the twilight was very soothing, the rugs and skins on the floor looked brown and soft and drowsy; the big couch was piled with cushions—I found my pipe and curled up there for an unaccustomed smoke in the smoking-room. I had chosen one with a long flexible stem, and lighting it fell to dreaming. After a while it went out, but I did not stir. I dreamed on and presently fell asleep.",Chambers,Human,0,0,0.5905797101449275,0.463768115942029,0.4745762711864407,6.333333333333333,8.6,2.0,1.0,0.0
"“It is time,” he repeated. Then he took another ledger from the table and ran over the leaves rapidly. “We are now in communication with ten thousand men,” he muttered. “We can count on one hundred thousand within the first twenty-eight hours, and in forty-eight hours the state will rise _en masse_. The country follows the state, and the portion that will not, I mean California and the Northwest, might better never have been inhabited. I shall not send them the Yellow Sign.”",Chambers,Human,0,0,0.7411764705882353,0.6,0.08333333333333333,5.333333333333333,5.1,0.0,0.0,0.0
"Where the placid little Ept flows down between its thickets to the Seine, a grassy bank shadows the haunt of the gudgeon, and on this bank sat Colette and Jacqueline and chattered and laughed and watched the swerving of the scarlet quills, while Hastings, his hat over his eyes, his head on a bank of moss, listened to their soft voices and gallantly unhooked the small and indignant gudgeon when a flash of a rod and a half-suppressed scream announced a catch. The sunlight filtered through the leafy thickets awaking to song the forest birds. Magpies in spotless black and white flirted past, alighting near by with a hop and bound and twitch of the tail. Blue and white jays with rosy breasts shrieked through the trees, and a low-sailing hawk wheeled among the fields of ripening wheat, putting to flight flocks of twittering hedge birds.",Chambers,Human,0,0,0.6554054054054054,0.5608108108108109,0.3684210526315789,9.0,12.8,0.0,0.0,0.0
"Jack Scott, wearing a paint-stained jacket, came wandering in, appropriated all the Oriental sweetmeats he could lay his hands on, looted the cigarette case, and finally he and Boris disappeared together to visit the Luxembourg Gallery, where a new silver bronze by Rodin and a landscape of Monet’s were claiming the exclusive attention of artistic France. I went back to the studio, and resumed my work. It was a Renaissance screen, which Boris wanted me to paint for Geneviève’s boudoir. But the small boy who was unwillingly dawdling through a series of poses for it, to-day refused all bribes to be good. He never rested an instant in the same position, and inside of five minutes I had as many different outlines of the little beggar.",Chambers,Human,0,0,0.7421875,0.6328125,0.4782608695652174,8.0,10.8,0.0,0.0,0.0
"West hesitated, reddened, and then slicing off Braith’s portion, but not eating any himself, said good-night, and hurried away to number 470 rue Serpente, where lived a pretty girl named Colette, orphan after Sedan, and Heaven alone knew where she got the roses in her cheeks, for the siege came hard on the poor.",Chambers,Human,0,0,0.9074074074074074,0.8518518518518519,0.5,11.0,20.8,0.0,0.0,0.0
"Perhaps my being in love with Geneviève had something to do with his affection for me. Not that it had ever been acknowledged between us. But after all was settled, and she had told me with tears in her eyes that it was Boris whom she loved, I went over to his house and congratulated him. The perfect cordiality of that interview did not deceive either of us, I always believed, although to one at least it was a great comfort. I do not think he and Geneviève ever spoke of the matter together, but Boris knew.",Chambers,Human,0,0,0.6804123711340206,0.4639175257731959,0.3333333333333333,5.8,7.3,0.0,0.0,0.0
"Passing Hawberk’s door again I saw him still at work on the armour, but I did not stop, and stepping out into Bleecker Street, I followed it to Wooster, skirted the grounds of the Lethal Chamber, and crossing Washington Park went straight to my rooms in the Benedick. Here I lunched comfortably, read the _Herald_ and the _Meteor_, and finally went to the steel safe in my bedroom and set the time combination. The three and three-quarter minutes which it is necessary to wait, while the time lock is opening, are to me golden moments. From the instant I set the combination to the moment when I grasp the knobs and swing back the solid steel doors, I live in an ecstasy of expectation. Those moments must be like moments passed in Paradise. I know what I am to find at the end of the time limit. I know what the massive safe holds secure for me, for me alone, and the exquisite pleasure of waiting is hardly enhanced when the safe opens and I lift, from its velvet crown, a diadem of purest gold, blazing with diamonds. I do this every day, and yet the joy of waiting and at last touching again the diadem, only seems to increase as the days pass. It is a diadem fit for a King among kings, an Emperor among emperors. The King in Yellow might scorn it, but it shall be worn by his royal servant.",Chambers,Human,0,0,0.5918367346938775,0.45714285714285713,0.2608695652173913,6.454545454545454,9.3,0.0,0.0,0.0
"The house was very silent now, and not a sound came up from the misty streets. Tessie lay among the cushions, her face a grey blot in the gloom, but her hands were clasped in mine, and I knew that she knew and read my thoughts as I read hers, for we had understood the mystery of the Hyades and the Phantom of Truth was laid. Then as we answered each other, swiftly, silently, thought on thought, the shadows stirred in the gloom about us, and far in the distant streets we heard a sound. Nearer and nearer it came, the dull crunching of wheels, nearer and yet nearer, and now, outside before the door it ceased, and I dragged myself to the window and saw a black-plumed hearse. The gate below opened and shut, and I crept shaking to my door and bolted it, but I knew no bolts, no locks, could keep that creature out who was coming for the Yellow Sign. And now I heard him moving very softly along the hall. Now he was at the door, and the bolts rotted at his touch. Now he had entered. With eyes starting from my head I peered into the darkness, but when he came into the room I did not see him. It was only when I felt him envelope me in his cold soft grasp that I cried out and struggled with deadly fury, but my hands were useless and he tore the onyx clasp from my coat and struck me full in the face. Then, as I fell, I heard Tessie’s soft cry and her spirit fled: and even while falling I longed to follow her, for I knew that the King in Yellow had opened his tattered mantle and there was only God to cry to now.",Chambers,Human,0,0,0.506578947368421,0.3355263157894737,0.3023255813953488,6.636363636363637,9.3,0.0,0.0,0.0
"But all the time I had been sitting silent, my face turned toward her. She, also silent, her sweet face resting on her upturned palm, sat facing me, and as her eyes looked into mine I knew that neither she nor I had spoken human speech; but I knew that her soul had answered mine, and I drew myself up feeling youth and joyous love coursing through every vein. She, with a bright colour in her lovely face, seemed as one awakened from a dream, and her eyes sought mine with a questioning glance which made me tremble with delight. We broke our fast, speaking of ourselves. I told her my name and she told me hers, the Demoiselle Jeanne d’Ys.",Chambers,Human,0,0,0.6666666666666666,0.5083333333333333,0.38095238095238093,5.666666666666667,8.0,1.0,0.0,0.0
"Then he buttoned his glove with much dignity and stalked off, but when well around the corner and hidden from the gardener’s view, the conviction that he was an idiot came home to him in a furious blush. Ten minutes later he sat in his room in the Hôtel du Sénat repeating with an imbecile smile: “What an ass I am, what an ass!”",Chambers,Human,0,0,0.765625,0.625,0.14285714285714285,7.5,12.2,0.0,0.0,1.0
"She laughed and tossed her pretty head, saying something in old French which I did not understand, and then Pelagie trotted out with a tray on which stood two bowls of milk, a loaf of white bread, fruit, a platter of honey-comb, and a flagon of deep red wine. “You see I have not yet broken my fast because I wished you to eat with me. But I am very hungry,” she smiled.",Chambers,Human,0,0,0.7837837837837838,0.6621621621621622,0.46153846153846156,8.0,8.0,0.0,0.0,0.0
"Clifford said good-night with as pleasant a smile as he could muster, and then sat down with his eyes on the door. He took out his watch and gave Elliott ten minutes to vanish, then rang the concierge’s call, murmuring, “Oh dear, oh dear, why the devil do I do it?”",Chambers,Human,0,0,0.7884615384615384,0.5961538461538461,0.3333333333333333,6.0,8.5,0.0,0.0,0.0
"There are so many things which are impossible to explain! Why should certain chords in music make me think of the brown and golden tints of autumn foliage? Why should the Mass of Sainte Cécile bend my thoughts wandering among caverns whose walls blaze with ragged masses of virgin silver? What was it in the roar and turmoil of Broadway at six o’clock that flashed before my eyes the picture of a still Breton forest where sunlight filtered through spring foliage and Sylvia bent, half curiously, half tenderly, over a small green lizard, murmuring: “To think that this also is a little ward of God!”",Chambers,Human,0,0,0.7788461538461539,0.6442307692307693,0.5909090909090909,8.5,10.0,0.0,0.0,2.0
"The electric lights were sparkling among the trees, and the new moon shone in the sky above the Lethal Chamber. It was tiresome waiting in the square; I wandered from the Marble Arch to the artillery stables and back again to the lotos fountain. The flowers and grass exhaled a fragrance which troubled me. The jet of the fountain played in the moonlight, and the musical splash of falling drops reminded me of the tinkle of chained mail in Hawberk’s shop. But it was not so fascinating, and the dull sparkle of the moonlight on the water brought no such sensations of exquisite pleasure, as when the sunshine played over the polished steel of a corselet on Hawberk’s knee. I watched the bats darting and turning above the water plants in the fountain basin, but their rapid, jerky flight set my nerves on edge, and I went away again to walk aimlessly to and fro among the trees.",Chambers,Human,0,0,0.6075949367088608,0.47468354430379744,0.2894736842105263,7.5,10.0,1.0,0.0,0.0
"By the fireplace in the large room at the foot of the stairs an old Breton woman sat spinning with a distaff. She looked up at me when I appeared, and, smiling frankly, wished me health in the Breton language, to which I laughingly replied in French. At the same moment my hostess appeared and returned my salutation with a grace and dignity that sent a thrill to my heart. Her lovely head with its dark curly hair was crowned with a head-dress which set all doubts as to the epoch of my own costume at rest. Her slender figure was exquisitely set off in the homespun hunting-gown edged with silver, and on her gauntlet-covered wrist she bore one of her petted hawks. With perfect simplicity she took my hand and led me into the garden in the court, and seating herself before a table invited me very sweetly to sit beside her. Then she asked me in her soft quaint accent how I had passed the night, and whether I was very much inconvenienced by wearing the clothes which old Pelagie had put there for me while I slept. I looked at my own clothes and shoes, drying in the sun by the garden-wall, and hated them. What horrors they were compared with the graceful costume which I now wore! I told her this laughing, but she agreed with me very seriously.",Chambers,Human,0,0,0.5949367088607594,0.4767932489451477,0.2708333333333333,7.0,8.8,0.0,0.0,1.0
"He cooked his egg and ate it with a slice of bread, watching her busy with the shredded meat, and when he had finished, and had filled and emptied a cup of water from the bucket in the sink, he sat down, taking her into his lap, where she at once curled up and began her toilet. He began to speak again, touching her caressingly at times by way of emphasis.",Chambers,Human,0,0,0.7183098591549296,0.5633802816901409,0.15384615384615385,7.5,12.4,0.0,0.0,0.0
"Hastings was not far away. The Luxembourg is within five minutes’ walk of the rue Notre Dame des Champs, and there he sat under the shadow of a winged god, and there he had sat for an hour, poking holes in the dust and watching the steps which lead from the northern terrace to the fountain. The sun hung, a purple globe, above the misty hills of Meudon. Long streamers of clouds touched with rose swept low on the western sky, and the dome of the distant Invalides burned like an opal through the haze. Behind the Palace the smoke from a high chimney mounted straight into the air, purple until it crossed the sun, where it changed to a bar of smouldering fire. High above the darkening foliage of the chestnuts the twin towers of St. Sulpice rose, an ever-deepening silhouette.",Chambers,Human,0,0,0.6830985915492958,0.5704225352112676,0.2903225806451613,7.0,6.5,0.0,0.0,0.0
